sample,dry_input,golden_fp32_output
883,0.152190357,0.141561404
884,0.125,0.14162223
885,0.0956708565,0.14196521
886,0.0647047609,0.142311707
887,0.0326315463,0.141513169
888,3.79733341e-15,0.130948663
889,-0.0326315463,0.0613836348
890,-0.0647047609,-0.00764133036
891,-0.0956708565,-0.0598276183
892,-0.125,-0.0857003778
893,-0.152190357,-0.104821891
894,-0.176776692,-0.114967346
895,-0.19833833,-0.125325158
896,-0.216506347,-0.133754313
897,-0.230969876,-0.137275204
898,-0.241481453,-0.13998279
899,-0.247861221,-0.141841233
900,-0.25,-0.142586768
901,-0.247861221,-0.142800465
902,-0.241481453,-0.142733037
903,-0.230969876,-0.142576084
904,-0.216506347,-0.142460585
905,-0.19833833,-0.142399088
906,-0.176776692,-0.142356694
